Sales Document (VBELN);Value in EUR (MV_MONVALUE_CONVERTED);Item (POSNR);Sales Doc. Type (AUART);Item Category (PSTYV);Relev.for Bill. (FKREL);Pur. Ord. Type (BSARK);Country/Reg. (LAND1);Company Code (BUKRS);Sales Area (SALES_AREA);Sales Org. (VKORG);Distr. Channel (VTWEG);Division (SPART);Plant (WERKS);Shipping Point (VSTEL);Location (LGORT);Profit Center (PRCTR);Sold-to Party (KUNNR);Delivery Prior. (LPRIO);AcctAssmtGrpMat (KTGRM);Material Group (MATKL);Material (MATNR);Order Quantity (KWMENG);Batch (CHARG);Procurement (BESKZ);MRP Type (DISMM);ABC Indicator (MAABC);Lot Sizing Procedure (DISLS);Safety Stock (EISBE);GR Proc. Time (WEBAZ);Net Value (NETWR);Doc. Currency (WAERK);Created on (H) (ERDAT_H);Created on (I) (ERDAT_I);Release date (CMFRE);RejectionReason (ABGRU);Delivery Date (EDATU);Mat.Avail.Date (MBDAT);Confirmed Qty (BMENG);Order Quantity (WMENG);Ovrl Deliv. Sts (LFGSA);Deliv. Conf.Sts (BESTA);OvrlDelivBlkSts (LSSTA);Delivery - Item (UVVLK);Delivery (VBELN_DEL);Delivery Item (POSNR_DEL);Delivery created on (ERDAT_DEL);Created By (ERNAM_DEL);User Type (USTYP);User group (CLASS);Transaction Code (TCODE_DEL);Automation (AUTOMATION);No. del. per SO it (NO_DEL);Year Cur.Period (LFGJA);Current Period (LFMON);Unrestricted (LABST);Quality Insp. (INSME);Trading Partner (VBUND);Order block (AUFSD);Account Group (KTOKD);Delivery block (LIFSD);Sales block (CASSD);Backlog purch. req. (BL_PURCH_REQ);Oldest PR rel.date (FRGDT_PURCH_REQ);Oldest purchase req. (BANFN_PURCH_REQ);Backlog purch. order (BL_PURCH_ORD);Oldest PO del.date (EINDT_BL_PURCH_ORD);Oldest purch. order (EBELN_BL_PURCH_ORD);Oldest PO category (BSTYP_BL_PURCH_ORD);Open purch. orders (OPEN_PURCH_ORD);Earliest PO del.date (EINDT_OPEN_PURCH_ORD);Earlistpurchorder (EBELN_OPEN_PURCH_ORD);Earliest PO category (BSTYP_OPEN_PURCH_ORD);BL plan. order 'LA' (BL_PLANNED_LA);Oldest 'LA' date (PEDTR_LA);Oldest planned order (PLNUM_LA);BL manuf. orders (BL_MANUF_ORDERS);Oldest manuf.date (DGLTS_BL_MANUF);Oldest manuf. order (AUFNR_BL_MANUF);Oldest order cat. (AUTYP_BL_MANUF);Open manuf. orders (OPEN_MANUF_ORDERS);Earliest manuf.date (DGLTS_OPEN_MANUF);Earlistmanuforder (AUFNR_OPEN_MANUF);Earlistordercat (AUTYP_OPEN_MANUF);Last insuff.stock (LAST_STOCK_ERROR_DATE)
0000044549;10;000010;T42B;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PRD_C250_COLA;10.000;;X;ND;;;0.000;0;10.00;EUR;2020-01-30;2020-01-30;null;;2020-02-13;2020-02-06;10.000;10.000;C;;;C;0080042012;000010;2020-01-30;EKSILMEZYI;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;19;2020-02-11;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044550;5;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;ZKM1;ZKM1;;0000001000;KM_CUST5;null;;0001;KM_PRODUCT11;5.000;;X;PD;;EX;0.000;0;5.00;EUR;2020-02-07;2020-02-07;null;;2020-02-07;2020-02-07;0.000;5.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044551;11.76;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;SAP_DUMMY;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;11.76;EUR;2020-03-23;2020-03-23;null;;2020-03-25;2020-03-24;1.000;1.000;C;;;C;0080022904;000010;2020-03-23;SCHULZMARL;A;TESTER;SE38;M;1;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044552;400;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;0001;P44S;;SAP-DUMMY;LBN_CUS_CL;null;;000000001;DH_TM_MAT1;2.000;;;;;;0.000;0;400.00;EUR;2020-05-01;2020-05-01;null;;2020-10-09;2020-10-09;2.000;2.000;C;;;C;0080038015;000010;2020-05-01;HUEV;A;TESTER;VL01;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;69;2018-01-05;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044732;0;000010;TM42;TAN;A;null;DE;0001;null;TM42;01;01;TM42;TM42;AFS;SAP-DUMMY;T42_BP_HAM;null;;01;T42_PROD-S01;1.000;;X;ND;;;0.000;0;0.00;EUR;2019-09-12;2019-09-12;null;;2019-09-16;2019-09-12;0.000;1.000;C;;;C;0080041221;000010;2019-09-12;C5267265;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;1146;2019-09-23;null;null;4;2023-03-15;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044733;58.8;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;5.000;;X;ND;;EX;0.000;1;58.80;EUR;2019-09-12;2019-09-12;null;;2019-09-13;2019-09-12;3.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044733;11.76;000020;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;11.76;EUR;2019-09-12;2019-09-12;null;;2019-09-19;2019-09-18;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044733;11.76;000030;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;11.76;EUR;2019-09-12;2019-09-12;null;;2019-09-13;2019-09-12;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044733;11.76;000040;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;11.76;EUR;2019-09-12;2019-09-12;null;;2019-09-19;2019-09-18;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044733;11.76;000050;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;11.76;EUR;2019-09-12;2019-09-12;null;;2019-09-13;2019-09-12;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044733;11.76;000060;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;11.76;EUR;2019-09-12;2019-09-12;null;;2019-09-19;2019-09-18;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044733;11.76;000070;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;11.76;EUR;2019-09-12;2019-09-12;null;;2019-09-13;2019-09-12;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044733;11.76;000090;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;11.76;EUR;2019-09-12;2019-09-12;null;;2019-09-12;2019-09-12;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044734;37.53747;000001;ZRC;TAN;A;null;DE;R100;null;R100;R1;10;M001;0001;;;ZHBE_NIKE1;null;;MC11451;REGRESSION_PHY_PROD_OPP;1.000;;X;ND;;;100.000;0;40.68;USD;2019-09-13;2019-09-13;null;;2017-03-28;2019-09-13;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044735;70.56;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;6.000;;X;ND;;EX;0.000;1;70.56;EUR;2019-09-17;2019-09-17;null;;2019-09-18;2019-09-17;6.000;6.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044735;47.04;000020;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;4.000;;X;ND;;EX;0.000;1;47.04;EUR;2019-09-17;2019-09-17;null;;2019-09-22;2019-09-20;4.000;4.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044736;117.6;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;10.000;;X;ND;;EX;0.000;1;117.60;EUR;2019-09-17;2019-09-17;null;;2019-09-22;2019-09-20;10.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044736;47.04;000020;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;4.000;;X;ND;;EX;0.000;1;47.04;EUR;2019-09-17;2019-09-17;null;;2019-09-22;2019-09-20;4.000;4.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044737;23.52;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;2.000;;X;ND;;EX;0.000;1;23.52;EUR;2019-09-17;2019-09-17;null;;2019-09-18;2019-09-17;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000044737;82.32;000020;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;7.000;;X;ND;;EX;0.000;1;82.32;EUR;2019-09-17;2019-09-17;null;;2019-09-22;2019-09-20;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045170;221.1;000011;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-V131;null;;MG_R;ART_BIL_VAS001;201.000;;X;PD;;EX;0.000;0;221.10;EUR;2019-08-05;2019-08-05;null;;2019-08-05;2019-08-05;0.000;201.000;C;;;C;0080041129;000011;2019-08-07;KUMARIRAJ;A;TESTER;VL01N;M;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045170;441.1;000012;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-V131;null;;MG_R;ART_BIL_VAS002;401.000;;X;PD;;EX;0.000;0;441.10;EUR;2019-08-05;2019-08-05;null;;2019-08-05;2019-08-05;0.000;401.000;B;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045170;0;850001;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-V131;null;;MA_MG;UTK_VAS_ART;201.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-08-05;2019-08-05;null;;2019-08-05;2019-08-05;0.000;201.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;429;2018-04-02;null;954;2018-02-06;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045171;0;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;2.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-09-05;2019-09-04;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045171;0;000020;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;7.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045172;0;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;3.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;3.000;3.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045172;0;000030;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045172;0;000040;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-07;2019-08-06;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045172;0;000050;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045172;0;000060;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-07;2019-08-06;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045172;0;000070;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045172;0;000080;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-07;2019-08-06;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045173;0;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045173;0;000020;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-07;2019-08-06;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045173;0;000030;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045173;0;000040;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-07;2019-08-06;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045173;0;000050;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045173;0;000060;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-07;2019-08-06;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045173;0;000070;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045173;0;000080;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-07;2019-08-06;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045554;0;000010;TA;TAQ;A;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;MA_MG;UTK_PREPACK;1.000;;X;PD;;EX;0.000;0;0.00;EUR;2019-02-26;2019-02-26;null;;2019-02-26;2019-02-26;0.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;7;2018-05-03;null;27;2018-05-18;null;null;0;null;null;null;4;2022-01-11;null;0;null;null;null;0;null;null;null;null
0000045554;0;000011;TA;TAE;;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;MA_MG;UTK_GEN_ART1006;3.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-02-26;2019-02-26;null;;2019-02-26;null;0.000;1.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;6;2019-08-12;null;4;2019-07-16;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045554;0;000012;TA;TAE;;null;DE;R100;null;R100;R1;10;F051;VS01;;;PCS-C302;null;;MA_MG;UTK_GEN_ART1007;3.000;;F;PD;;EX;0.000;0;0.00;EUR;2019-02-26;2019-02-26;null;;2019-02-26;null;0.000;1.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;7;2019-09-23;null;15;2019-09-17;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045636;0;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;1.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045637;0;000010;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;2.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-09-05;2019-09-04;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045637;0;000020;TA;TAN;A;null;DE;F001;null;S001;S1;S1;P001;S001;;;WDF28-1;null;;04;WDF28-1;7.000;;X;ND;;EX;0.000;1;0.00;EUR;2019-08-06;2019-08-06;null;;2019-08-08;2019-08-07;1.000;1.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;138;2021-12-15;null;505;2021-07-02;null;null;16;2023-03-13;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045848;0;000010;TA;TAN;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;PCS-C302;null;;000000001;SHM_SEASON;10.000;;X;PD;;EX;0.000;1;0.00;EUR;2020-12-10;2020-12-10;null;;2020-12-10;2020-12-10;0.000;10.000;A;C;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;18;2020-07-24;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045848;0;850001;TA;FVAS;A;null;DE;R100;null;R100;R1;10;F051;VS01;;SAP_DUMMY;PCS-C302;null;;BS_MATGR;SNL_VAS;10.000;;X;PD;;EX;0.000;0;0.00;EUR;2020-12-10;2020-12-10;null;;2020-12-10;2020-12-10;0.000;10.000;A;A;;C;;000000;null;null;null;null;null;null;0;0000;00;0.000;0.000;;;KUNA;;;0;null;null;9;2020-10-09;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045849;1456;000001;T33A;TAN;A;null;DE;0001;null;TM33;01;01;TM33;TM33;;SAP-DUMMY;T33_CU0020;null;;;T33_LEMONADE_250P;208.000;;;;;;0.000;0;1456.00;EUR;2020-12-14;2020-12-14;null;;2020-12-14;2020-12-14;0.000;208.000;C;;;C;0080047274;000002;2020-12-14;TMINTEGRATOR;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045849;1250;000002;T33A;TAN;A;null;DE;0001;null;TM33;01;01;TM33;TM33;;SAP-DUMMY;T33_CU0020;null;;;T33_BRSODA_700V;50.000;;;;;;0.000;0;1250.00;EUR;2020-12-14;2020-12-14;null;;2020-12-14;2020-12-14;0.000;50.000;C;;;C;0080047274;000001;2020-12-14;TMINTEGRATOR;A;TESTER;;A;1;0000;00;0.000;0.000;;;KUNA;;;0;null;null;0;null;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
0000045850;10860;000010;TA;TAN;A;null;DE;0001;null;0001;01;01;SPP3;0001;0001;SAP-DUMMY;DSC_SPP_02;null;;01;DSC_SPP_TEST_43;1086.000;;F;X0;;EX;0.000;0;10860.00;EUR;2021-01-19;2021-01-19;null;;2021-01-19;2021-01-19;0.000;1086.000;A;A;;C;;000000;null;null;null;null;null;null;0;2021;01;100.000;0.000;;;KUNA;;;0;null;null;2;2021-01-21;null;null;0;null;null;null;0;null;null;0;null;null;null;0;null;null;null;null
